id,redemption_status
348,1.5226751065143757e-08
349,1.0316733188373806e-08
350,4.924472268499945e-09
354,3.9785537266339936e-09
358,6.476445473952986e-09
364,2.1478567059523353e-09
373,1.3529356368952346e-08
375,3.842759439134e-09
376,5.426138832387117e-07
377,1.341193783126306e-07
379,1.366018874771519e-09
381,1.5454804847084354e-08
382,2.5227451575626435e-08
388,1.521491793967716e-09
390,3.0773994573081837e-09
394,1.904463167333623e-08
396,6.028877947708879e-08
399,2.3418965855255967e-09
402,3.001586067498057e-08
405,6.741310061627561e-09
408,1.6261776829931817e-08
409,2.916988443080548e-08
414,9.126182191962478e-09
415,2.7259930477797535e-09
416,7.842134864454534e-09
422,4.3236076050315354e-08
426,8.324349927238917e-09
427,6.370963848577113e-09
429,8.744342644603641e-08
431,7.087294453278051e-09
432,7.926446330959998e-09
433,2.8466797814346118e-09
434,2.6459604198980966e-08
436,8.151079326399382e-09
437,4.0604644754733754e-05
439,1.3103847923851664e-08
442,7.962585653981089e-09
443,2.4599563602533586e-09
444,1.7309685747173174e-06
448,8.432976950156695e-09
451,1.3755491596326323e-08
453,1.3555627498577753e-08
458,4.369167979541444e-09
459,1.423791965914431e-06
460,1.983212818752506e-09
462,1.9182570969559475e-08
464,6.27645913555075e-07
466,1.8383255134506738e-06
467,9.51157560884163e-09
471,6.33240173842663e-09
476,5.2021709988827294e-06
477,6.237180380714705e-09
480,2.899600683909609e-08
481,1.876382997904169e-08
482,2.2440052926729418e-08
489,3.729937294992264e-08
490,6.262701561422996e-09
493,1.367513626639687e-08
498,6.738078836604848e-08
500,4.280398172595986e-08
501,1.5500028769860616e-09
509,3.994079991589196e-09
510,1.1169754162270502e-08
511,2.9152960969914176e-09
512,3.3725559930391603e-09
513,1.2942037379173588e-09
514,1.716845573209485e-07
520,1.5390652770103685e-08
522,4.875958650168498e-09
524,5.057388324001312e-09
527,2.6574571156442137e-07
537,1.9235138108566943e-09
540,2.0346332940909012e-08
542,4.264709405422666e-08
544,6.021055576087081e-09
547,5.005110451420689e-09
550,1.699382910578337e-08
551,3.847275286182213e-09
552,5.8043772796046e-09
553,1.6151001460112384e-08
556,9.643101980247235e-10
559,1.818735080460923e-08
562,5.425028189744518e-09
565,5.64269211992478e-09
568,1.2224032755516675e-09
573,2.2291355380613364e-09
574,1.929796462671649e-09
578,3.336287600553588e-09
580,4.265577089515067e-06
581,1.4139266352928795e-06
582,1.3420479796254845e-08
583,6.617519942352959e-09
585,1.1909149322949189e-08
586,1.506435409815048e-08
587,1.0556979337443502e-08
588,5.650745890094332e-09
593,9.703246235641667e-10
595,2.009666805512626e-06
597,4.2507473680296707e-07
600,4.948380216885773e-09
602,1.636267136152876e-08
604,2.891735464855927e-09
605,1.2228432275224079e-08
606,1.2286686345216965e-09
608,4.390484557512881e-07
610,1.3617887132460898e-06
611,3.000093208937461e-09
614,2.2397461486970743e-08
616,8.89870125154448e-09
619,0.00048026919791103036
622,3.16832844228833e-08
624,0.010067931923112844
625,1.3191809425466165e-08
627,9.933468591466807e-09
629,2.021834666816126e-06
630,1.7820990591690277e-08
631,5.519170829650223e-09
632,6.208929441942823e-08
633,0.4175132323742014
636,1.4348173181672817e-09
637,2.3114618780990772e-09
645,2.1618604279090976e-07
652,1.416417740940319e-09
653,7.722373749452021e-09
655,1.051413467432649e-08
658,1.8273942083374e-08
663,9.050890011232294e-08
668,9.134152704080884e-09
669,7.0252720381901975e-09
670,0.03941795269295839
674,4.7007039780498725e-09
675,1.3999428394804827e-09
676,7.54693336148977e-09
679,2.1989121924241722e-08
685,1.5644339164439653e-09
688,1.6732872142152445e-08
690,1.3599711364252912e-08
691,6.4285793786027615e-09
692,4.6883261073939035e-07
696,8.384112526929017e-09
697,2.4790929126746166e-08
700,4.018103956956628e-09
702,5.156478141179128e-09
703,9.359988143111126e-08
707,5.366511861785485e-09
709,1.3590389280844355e-09
713,5.5227039150889076e-09
716,1.2884280230568102e-08
717,2.4599969070611863e-07
720,1.7985461231951122e-07
725,9.507508420625977e-09
726,1.0546838384546837e-08
727,9.559120949812522e-09
728,1.731182422480095e-09
729,6.460649852987564e-09
730,2.840171873726299e-08
734,6.968899823652175e-09
737,8.180362348530383e-09
738,1.9135076732029438e-08
739,1.4846634766574208e-09
744,1.2450608733491821e-08
745,2.3064719820833273e-08
747,7.0376808846492805e-09
749,8.687951621625586e-09
752,1.1126272041251211e-08
753,3.176262213670175e-09
755,1.4907662985535485e-08
756,8.215518408466539e-09
757,8.1048142586865e-09
758,1.4789430413491086e-09
761,7.375531068734845e-09
763,4.339807655334893e-09
766,5.59118619851161e-09
768,5.049884418961512e-09
770,2.1878896466091394e-07
772,1.3755566952740745e-08
781,6.053835026584002e-09
783,1.576132182811218e-08
786,5.191110648474508e-09
788,6.6196700307102885e-09
790,1.2475030647193538e-05
791,2.7270643805019857e-09
793,1.8487406275752286e-08
797,6.646353808609862e-08
798,6.716781520921812e-08
801,8.068846721389695e-09
802,5.43786833313593e-08
804,6.584460890841339e-09
805,6.144189196510778e-08
807,5.455968074603017e-07
808,2.0178775629654393e-07
811,2.02197895170392e-09
818,1.7276585813512904e-09
822,4.5258557112850644e-09
827,7.756360272869567e-09
828,6.996450751516033e-08
834,2.8498974666648776e-07
837,1.266835245619018e-07
839,3.542900407538465e-09
844,9.909027276787954e-09
845,2.5245017313165144e-09
849,1.4983386636499202e-09
864,1.5473729076517984e-09
865,1.3020620936409262e-09
866,4.045804870169208e-09
871,9.263786578809554e-09
876,6.495905460847677e-07
877,1.4476231645199158e-08
887,7.808252904305652e-06
889,5.558954659908328e-09
890,1.3100958768810396e-07
891,1.0774303031099372e-08
895,3.0901666376958473e-09
896,3.1609431029668564e-08
898,6.937701293609331e-09
900,6.891100625359736e-07
903,5.098874760248704e-06
905,1.8499030538473805e-08
908,3.817936630710208e-06
914,1.2793057725988524e-08
917,1.0492105103479561e-08
918,3.086982878598573e-07
919,2.006879374993111e-09
920,9.17744774488761e-09
921,4.55449669244255e-08
926,0.8898078687332359
927,3.013515456719766e-09
928,1.0767839825501285e-08
929,6.707265950302914e-06
931,4.5101155025817477e-07
934,2.5180003285374878e-08
937,1.788556076270183e-07
938,4.667336591108284e-09
939,5.184983883053555e-08
941,1.753523434792628e-08
943,3.897389075656286e-08
947,8.495785406331573e-09
950,2.1775128260864614e-08
952,7.829867824833263e-09
954,1.2945413156228405e-09
958,1.586507875843996e-08
960,8.326039778513641e-08
961,1.7788490681678306e-08
964,2.4311684196176477e-09
971,2.1292439955821615e-08
972,2.246921999235388e-07
976,1.965976451902673e-08
980,5.2441780345585565e-09
984,4.398861222245649e-09
986,3.6590512676413708e-09
989,2.9703774898402346e-08
992,1.472081533132289e-09
995,6.4128475908345e-08
997,7.241947436980007e-07
1000,6.419278133260219e-05
1005,2.939860684068411e-08
1006,0.7071872658331563
1014,8.644823445035336e-09
1015,4.8296300923274344e-08
1021,2.0568679147275566e-09
1022,0.0006267825238223097
1023,3.518162723084988e-07
1025,4.2753436010724176e-06
1027,4.3905733436345075e-07
1028,3.417866089469506e-08
1029,1.9134078293337515e-08
1033,1.0026551445459428e-08
1034,4.905667619019652e-09
1037,4.7752707155969065e-09
1040,5.471645455005009e-06
1044,1.8543525212228408e-08
1045,1.6365667263282474e-09
1049,1.226496189656087e-06
1051,1.3113102189269898e-09
1053,1.653392698006002e-08
1054,6.446450110880772e-09
1055,3.0277717850857255e-07
1056,1.3505720416019112e-08
1057,7.634923115494776e-09
1058,6.415414258963647e-07
1060,9.434577700034286e-09
1061,3.3527531113867683e-09
1067,1.0204203213666741e-08
1069,5.164803428132843e-09
1073,9.158008212803514e-09
1075,5.425993824896825e-09
1080,1.6147291002064245e-08
1081,6.271434678804268e-06
1087,1.662338662225995e-08
1090,4.553483614632219e-09
1092,0.00021861830580963192
1099,1.9125877126003885e-07
1101,1.0340749724331754e-08
1105,5.737596088278199e-07
1107,1.363731129316093e-08
1111,2.0680804550596114e-08
1113,1.5870995393161005e-08
1114,1.2824064486220467e-08
1117,1.4349217245277926e-06
1118,7.613455315664557e-07
1120,1.7138963464544933e-08
1124,9.727493485240716e-09
1125,2.410184097243431e-09
1133,4.72857655432848e-08
1137,3.933528378093411e-09
1143,5.9279417690747236e-09
1146,3.3300154305677993e-09
1148,7.201551303140698e-09
1149,8.426322345099921e-09
1152,1.681776845780695e-08
1153,0.9593418622649562
1155,1.1682594878820617e-08
1157,6.637478146142523e-07
1158,7.849774349925453e-06
1161,2.168616843698774e-09
1162,2.8652114777550093e-06
1166,2.0212724148276534e-08
1171,2.2853726704801346e-06
1175,1.0414835155331866e-08
1179,2.367975946573149e-07
1182,3.6945015444017497e-09
1183,4.0360791462249824e-08
1184,7.31142716585435e-09
1185,1.2561891483647145e-09
1186,2.4616320147540586e-08
1187,7.751445330574333e-09
1192,1.6256143383888492e-07
1193,4.040821768012195e-07
1194,1.1981760047207195e-07
1197,1.902223384619313e-08
1198,2.2148753885209937e-09
1199,5.929144031654893e-09
1204,4.8883148384446946e-09
1205,5.241957468970002e-06
1208,3.1652692332238767e-07
1209,5.487732668780707e-09
1210,7.616786366189511e-09
1212,6.7027886967090344e-06
1215,1.1583246633343616e-09
1216,4.815660946885716e-07
1217,1.7316130885906818e-09
1219,3.2646709344779032e-09
1223,7.517536360491928e-09
1224,1.165760452500595e-05
1226,4.245968237480368e-09
1233,5.826722666120655e-07
1234,5.838309711275588e-09
1237,1.0644438071101123e-08
1239,1.6303735762805533e-08
1241,8.958643058648914e-07
1246,1.0905537553283731e-08
1247,1.3578347551739835e-08
1248,6.7619385452956186e-09
1251,1.930880583512138e-08
1261,1.876382997904169e-08
1263,1.4695384182505284e-09
1264,8.714658520306881e-09
1267,5.77809609519482e-07
1268,2.841386106532278e-06
1269,8.884452946849425e-09
1270,3.8538645914814384e-08
1271,4.338191645273187e-06
1273,2.193204384092666e-08
1276,2.198905425596834e-08
1277,9.581085974588065e-06
1278,2.0779708866979153e-09
1280,5.781942230255596e-09
1282,4.7145795521182246e-07
1283,1.6116241544709317e-08
1284,5.089058479839308e-09
1285,6.827281557620837e-08
1289,1.0375859852844025e-08
1295,4.183069644437373e-08
1298,2.202233177525534e-08
1300,8.20271326628203e-09
1301,2.6267437984371504e-06
1306,1.99719654578931e-09
1314,1.1169299518485498e-05
1315,0.0002559584852595619
1317,5.764687647050146e-08
1318,1.1581843807098233e-07
1320,5.373613614155477e-09
1321,4.464290319169327e-09
1322,7.2208234676765814e-09
1323,0.15894288052260183
1325,1.3754424076020846e-08
1326,8.730668073425842e-08
1327,7.258385376488798e-09
1328,5.0385295199007606e-09
1329,2.2765380435342553e-08
1332,1.0102494169393787e-08
1337,4.990887919069422e-09
1338,3.586151194157521e-09
1343,0.001623329730594419
1344,7.169285723569004e-09
1349,2.5580338670421033e-07
1350,2.0845943486496158e-08
1353,8.163114471049797e-09
1354,3.6335025843595258e-09
1355,7.914791154927651e-09
1359,1.0931741783892289e-08
1366,6.79921603791879e-09
1367,2.128873937987283e-09
1369,2.6354037017602385e-05
1373,6.309276629482367e-05
1377,3.834166667561874e-09
1378,5.081823397621565e-09
1381,1.0916533941399367e-08
1382,7.606697639174347e-09
1384,1.10559289936485e-08
1385,1.798502711614435e-08
1386,0.016270997225459768
1387,1.1767324190184714e-08
1390,1.7976292974558512e-09
1392,1.3171191399437025e-08
1394,1.3688133255792231e-08
1400,7.307283909547848e-07
1401,1.48352271450086e-09
1410,2.9326271028281945e-08
1411,5.750388231305081e-09
1413,0.46461388384399277
1414,7.292588024200861e-09
1417,9.254752579970916e-09
1423,8.494921589597065e-09
1427,3.028352078303198e-08
1428,1.5756499907870595e-08
1430,1.99732644620938e-08
1431,1.6120937174241273e-07
1432,9.44989989395311e-09
1440,6.259735626716917e-09
1441,1.5153922380056907e-08
1450,1.4827903805667318e-08
1454,3.8195401846570535e-07
1457,1.6086775242349766e-07
1458,5.471656146982699e-09
1459,7.66408379616395e-09
1460,1.699748973971898e-08
1462,1.9205214944061734e-06
1468,2.027584963379638e-09
1469,5.406523610702001e-07
1470,1.8535820411390003e-09
1472,3.658352609482784e-07
1475,9.676663452440956e-08
1476,1.9630569555412904e-08
1482,3.197117774748546e-09
1487,3.2879024642079046e-09
1489,3.6288947845349706e-09
1492,1.2807524229900343e-08
1494,8.38984217453082e-09
1495,2.7720286243462564e-06
1496,2.1946716010916944e-08
1497,4.656743026708284e-09
1499,2.0821384360797266e-08
1507,1.387591850851479e-07
1511,9.899534044259087e-09
1517,2.1303649076482654e-09
1518,3.0408474114134988e-09
1519,7.366736195860677e-09
1520,4.956046000315841e-09
1521,2.529992347020849e-08
1523,2.319547400860989e-08
1527,8.010725179789718e-09
1528,1.190514134246755e-08
1531,0.07708700090104123
1534,6.256871199265678e-07
1535,1.0503897025120954e-08
1536,1.0187979023594636e-07
1539,6.379048482160388e-09
1540,1.654566705005591e-08
1541,7.510759442965106e-09
1543,4.32544058335444e-09
1545,4.933901242127211e-09
1546,5.744259164085083e-09
1551,6.571375763582792e-08
1552,8.80426694277932e-09
1555,4.707472783333446e-08
1556,9.145456827574206e-10
1557,5.508954196345052e-09
1560,1.617988316588872e-07
1566,2.8457555379554518e-06
1572,2.9716168530101594e-08
1574,2.9206909848294737e-09
1575,1.6522976104806957e-08
1576,3.0171020659974415e-08
1577,1.1767922145502932e-08
1581,8.040848643980045e-09
1586,1.3343414325468453e-08
1587,7.15500655110502e-07
1589,7.94502790482597e-08
1590,1.4032953676822979e-08
1592,1.0983352544799603e-07
1595,4.358472705112827e-09
1600,3.0319889430192127e-07
1602,2.541482096337198e-07
1610,4.112990861409314e-09
1611,2.5804190780124365e-07
1612,6.0805459876148075e-09
1613,7.620333941785047e-09
1614,3.351486735576165e-09
1618,1.7398432425119318e-08
1620,3.978090733845537e-09
1622,1.5237076390291178e-09
1627,6.699438976972128e-09
1632,2.337309828118491e-09
1633,2.1319540305794023e-07
1634,1.0849739107950944e-08
1636,3.5953742131978704e-07
1642,1.075531832980034e-08
1643,2.4187463158484044e-09
1645,3.231146249385758e-09
1651,4.197829604560814e-09
1652,2.1049282748817892e-09
1654,2.407494484764307e-08
1659,1.4202407587465679e-08
1662,5.078145644782738e-09
1665,1.71462080820631e-08
1666,1.0334100343280073e-07
1667,3.8494858443767894e-09
1673,1.5858376225252842e-07
1674,3.435576855891863e-06
1677,1.7521488251505132e-09
1679,5.846363418807056e-09
1686,6.82573998191679e-06
1687,1.90628696332299e-08
1689,1.4704795018657921e-08
1691,4.5258557112850644e-09
1697,7.949609949268723e-09
1698,6.021503921059396e-08
1700,8.161024907158548e-08
1702,1.5357872448405324e-09
1703,4.0713608497337584e-09
1704,0.008946451558363794
1708,3.003881737567448e-08
1711,1.599756861456668e-05
1712,6.349089594415284e-09
1713,1.342878855785841e-08
1716,1.459942147478061e-06
1717,5.752331227893524e-09
1720,1.2732983833607616e-06
1722,2.1554672497342514e-09
1726,2.3312450434697378e-07
1727,3.0638108322344953e-06
1728,2.0502243642090247e-08
1730,5.610482282938633e-09
1731,7.915963082393746e-09
1734,6.9796576812688254e-09
1735,1.9417222678577215e-09
1739,4.763726509597505e-07
1740,0.11272141268158425
1741,3.1001350237833427e-09
1742,0.011975504319328806
1744,9.64627437805916e-09
1748,1.3554849398379354e-07
1749,7.133269480461766e-09
1750,1.2103095177557577e-08
1751,5.10814727438591e-06
1752,9.340372861663103e-09
1753,1.8634118301946283e-08
1754,1.3345459022641623e-08
1755,3.6745113012818805e-09
1757,9.894064720397908e-09
1759,9.280962329569255e-07
1764,8.33422800817928e-10
1765,1.7707170272493337e-08
1766,2.584556449771049e-07
1767,9.918885597863537e-09
1769,1.5427653386178581e-06
1770,6.070259023370327e-09
1777,1.901614524878925e-08
1778,3.8005363964388795e-08
1780,2.107180674326401e-08
1783,9.886444706713491e-07
1786,1.0003999538466782e-08
1788,2.302347656863617e-08
1793,1.2441130744463634e-09
1794,6.04546360420145e-08
1796,9.555209055103492e-09
1799,1.4835686026545576e-08
1800,1.0831470975170578e-08
1801,7.511191792771265e-09
1803,4.177598260718561e-09
1805,2.7483654679975774e-08
1807,0.00036502569325985094
1808,3.1628805610992515e-07
1811,1.0120805819949349e-08
1815,1.3084248333311221e-06
1819,1.3093857851978465e-08
1820,9.309526015456095e-09
1822,5.758014955469328e-07
1825,1.1504484988811653e-08
1826,9.532854796810327e-09
1829,0.0006049415998827041
1830,8.649034749055387e-09
1831,4.258262430204016e-09
1835,1.352697089149876e-09
1836,1.473806602157342e-07
1838,5.020129555656937e-09
1839,7.597905452195051e-09
1842,1.0520151888384144e-08
1846,5.553902598305979e-08
1847,2.568672884898314e-09
1848,6.498695804545815e-09
1849,3.78945926008881e-07
1850,8.284520493887718e-09
1852,8.105308215949821e-08
1854,6.655104319079268e-09
1855,3.3188682069307994e-07
1856,3.2266576948609673e-09
1858,6.020082522829815e-06
1869,3.3076372626484083e-09
1872,1.371838927241152e-08
1876,8.05846931975818e-09
1879,5.56013986037814e-09
1880,1.5019321074866974e-09
1882,1.732102162700078e-09
1887,1.4075929945687495e-08
1888,5.604724239239373e-06
1892,1.652752639633728e-06
1894,1.1852693632055557e-08
1895,9.472734036749103e-09
1898,3.338135599217804e-08
1900,1.1248391193201388e-07
1901,4.4258192275662154e-09
1903,7.534283062897782e-09
1904,5.116730690378116e-09
1907,1.5280139869519697e-08
1908,1.2129690725354422e-08
1911,1.1158648870305129e-08
1914,1.0662925588599208e-07
1917,1.726442083821714e-08
1923,1.919684712317903e-09
1925,1.8285732617483573e-09
1928,4.974094380392524e-09
1929,1.978872141851911e-06
1934,5.990349621204629e-09
1936,4.202725767107499e-07
1937,3.007198552182559e-08
1938,4.564948773525555e-09
1939,1.1229133527682078e-08
1942,1.2374636349916014e-08
1944,1.927641891046545e-08
1945,7.88200362913719e-09
1946,2.464895001085746e-09
1948,1.62056954748233e-08
1951,1.5570827018123278e-08
1952,7.681624409668729e-09
1957,7.452241856836396e-07
1960,1.1873983650350486e-08
1961,1.206636777424887e-09
1962,7.960450144817024e-09
1965,6.791917299038567e-09
1966,1.1815159084379133e-09
1973,3.189407194305396e-06
1976,2.0316990127656316e-06
1978,0.033026568252399614
1979,3.4429879245915354e-09
1980,3.109835748589194e-08
1984,8.712753055293613e-09
1985,2.4644244060899686e-09
1990,1.2829840920463533e-07
1991,5.7815279970063335e-09
1993,1.6063953744600065e-07
1999,1.734490001970094e-08
2000,2.9081474261575724e-09
2001,4.5989798899206245e-09
2002,4.032067398309307e-07
2007,5.65298914034975e-09
2009,7.108869577744578e-08
2011,7.587487710405127e-09
2012,1.2819090623372706e-08
2014,0.03825380601605579
2017,2.31947960945482e-08
2019,2.896795381565226e-09
2022,3.6745983000055073e-07
2025,4.756295814386807e-08
2029,2.2256035101776804e-08
2030,8.268018110161938e-09
2031,4.239751064896992e-09
2032,2.536133118097002e-06
2034,1.3493868633404563e-06
2036,9.897993356183312e-10
2038,9.183382540206452e-09
2039,1.0912319468429669e-08
2040,7.048765983587509e-09
2044,6.104828337474731e-09
2045,7.896759685161661e-09
2046,2.9358688716210577e-06
2050,3.7779617156065634e-08
2052,1.9717626971634774e-08
2053,7.891745724208662e-09
2054,2.8062052999947554e-08
2055,2.242577243713109e-08
2057,2.5033111433736005e-09
2059,5.284734032669938e-09
2061,2.030103113164307e-08
2062,1.5097365378230284e-08
2064,6.932386001614261e-09
2065,1.0567808459212117e-08
2070,6.329960912067528e-07
2074,2.0857171874184787e-09
2077,6.921858872335096e-09
2078,3.892332871932626e-08
2081,8.428563925058208e-09
2083,2.1969532671380294e-09
2086,1.9223996234991045e-07
2089,5.656707027559975e-09
2099,9.950364493175586e-10
2100,9.710607397932e-09
2103,1.0406665267779015e-08
2104,4.5928144134339616e-08
2105,8.27495960775549e-07
2107,3.1959655446606694e-09
2108,9.775802266084932e-08
2109,3.3378213564661126e-09
2110,5.928040857553663e-07
2113,6.445400571125195e-09
2117,9.47187787757621e-09
2119,1.1546843172235695e-09
2121,9.964755442766187e-09
2123,1.93636163401493e-08
2126,7.159365137716737e-07
2127,3.1692911959356444e-08
2128,6.457277819415724e-09
2130,5.052616635632231e-09
2131,1.0649416249089548e-08
2133,1.742651267503426e-09
2135,5.194954914739628e-07
2142,1.4030228939368074e-08
2144,2.966236333544446e-09
2145,5.982237248294741e-09
2146,1.0512967783398258e-08
2149,3.6690676117590462e-09
2155,6.913725699511939e-09
2156,8.747024963712957e-09
2157,2.670645957578138e-06
2158,1.1717419851031806e-08
2163,3.885184965113871e-09
2167,4.551582514339103e-07
2178,5.755658651477215e-09
2179,7.828454983920289e-09
2181,1.4216420602742157e-09
2182,1.1028110950762346e-08
2190,1.6500428359062775e-06
2192,2.8834915761653455e-08
2196,2.706799924092776e-08
2198,9.760529493580075e-09
2199,5.7837696677135435e-09
2206,2.638434022774976e-09
2211,4.195122999248436e-09
2214,1.8614695587673424e-08
2215,2.4935788945176994e-06
2216,1.517823734036833e-09
2217,2.8245127292576296e-09
2219,1.5970369404094787e-09
2220,1.8562898284424164e-08
2223,8.377237975700045e-09
2225,4.606602677173063e-09
2226,8.6905917343213e-08
2227,1.2987692661157187e-08
2229,9.721149932653866e-09
2230,1.4053031231024263e-08
2239,1.3940016444584962e-08
2241,3.1293544559012892e-09
2242,2.2444929252243898e-09
2243,1.3752861118238293e-07
2245,6.904195876691049e-09
2247,1.309838157664982e-08
2248,3.3063758985379916e-09
2250,1.9216083638749744e-08
2251,3.170518350388128e-09
2252,9.091720907541172e-09
2253,1.1756958897647158e-08
2254,3.6637467700887155e-06
2255,1.4458717440778542e-06
2256,9.586520716263067e-08
2257,1.028693287931755e-08
2259,1.7927727340836167e-08
2268,2.5194319215952317e-08
2272,3.933528378093411e-09
2275,3.912795739818069e-08
2278,5.902083520550988e-09
2280,5.977917779968776e-09
2285,3.0999088370921633e-09
2292,9.439720240620619e-09
2293,7.94495548783097e-09
2294,1.2059351632317248e-09
2296,1.9492252553827447e-09
2297,7.124157130809592e-07
2298,4.403031655886245e-09
2300,5.8026239246842755e-09
2301,9.08141248509604e-09
2303,3.002458447195735e-08
2305,3.4289915354325636e-07
2310,1.1666289502772663e-08
2315,6.716781520921812e-08
2316,7.481200013958506e-09
2317,4.738590812535017e-09
2318,6.462528676930228e-09
2322,1.862824755908186e-09
2323,1.5320600112597814e-08
2331,5.84281278153973e-09
2333,5.37833322967382e-08
2337,1.011757602312791e-08
2341,7.581501001882131e-09
2344,8.698401579196378e-07
2350,1.0259737610512089e-08
2352,6.426145121344834e-09
2353,2.302347656863617e-08
2354,4.549313924015409e-06
2356,8.861227940177299e-10
2357,1.1072140011148897e-08
2368,2.7421074371050407e-09
2369,1.0891175059891252e-08
2370,3.980570271593577e-07
2371,7.661827962400251e-09
2374,1.954946898884319e-08
2382,4.0396012965995835e-05
2383,5.39761167206373e-09
2386,1.5614281485408797e-08
2390,1.7136578820632559e-06
2393,2.86000055649872e-08
2394,1.1607590518276935e-08
2395,5.757087168278712e-09
2396,3.019898049941866e-09
2400,2.3630149817262666e-08
2401,3.733894485281514e-09
2403,9.591239889298715e-09
2404,2.9863729842637526e-08
2407,1.6146921118451157e-07
2412,5.469298248106873e-09
2414,1.9770430316187586e-06
2415,1.5092808024143112e-08
2424,1.1140069212247218e-09
2426,5.049051224245105e-08
2429,2.510713457517869e-06
2432,1.804850956255826e-06
2434,5.6778788607736055e-09
2435,2.574281789360078e-08
2436,4.370362381820882e-08
2437,9.12191525584524e-09
2440,4.109956289168504e-09
2442,7.185267226162601e-09
2445,1.538490568745589e-08
2446,2.1479218236096372e-08
2447,1.0027438471912957e-08
2448,2.203778675686461e-08
2450,2.2771084775625915e-08
2452,6.77797328202467e-07
2455,6.010724121785878e-09
2456,7.363773062953004e-08
2457,7.765720140307092e-09
2458,4.942452116422814e-09
2466,2.4062969808541608e-08
2467,9.435910105833508e-09
2472,8.257833498375561e-09
2478,1.0237858305725735e-07
2480,5.424320227706262e-09
2483,1.598888901015777e-08
2487,1.2995909801733761e-08
2488,4.853799970243932e-09
2490,0.0020785849375585673
2493,3.31576853616974e-08
2497,5.469552488196148e-09
2499,6.457846193185487e-09
